bookTitle,authorName,average_rating,num_ratings,genres
V for Vendetta,Alan Moore,4.26,"309,221",Biography
Franny and Zooey,J.D. Salinger,3.96,"222,673",Poetry
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.31,"602,942",Young Adult
The Art of Racing in the Rain,Garth Stein,4.23,"521,188",Philosophy
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.05,"1,227,195",Philosophy
The Witches,Roald Dahl,4.18,"396,765",Nonfiction
"The Gunslinger (The Dark Tower, #1)",Stephen King,3.92,"612,199",Science Fiction
A Short History of Nearly Everything,Bill Bryson,4.21,"387,021",Adventure
American Psycho,Bret Easton Ellis,3.81,"315,173",Horror
"Allegiant (Divergent, #3)",Veronica Roth,3.6,"1,055,434",Graphic Novel
White Fang,Jack London,4.02,"190,336",Horror
Beowulf,Unknown,3.48,"311,838",Poetry
Love You Forever,Robert Munsch,4.37,"237,445",Horror
"The Power of One (The Power of One, #1)",Bryce Courtenay,4.35,"89,075",Historical
"If I Stay (If I Stay, #1)",Gayle Forman,3.92,"908,161",Science Fiction
The Complete Novels,Jane Austen,4.57,"33,342",Fantasy
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.74,"288,105",Horror
Gulliver’s Travels,Jonathan Swift,3.58,"274,561",Biography
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.19,"532,821",Fantasy
A Portrait of the Artist as a Young Man,James Joyce,3.64,"152,230",Biography
War and Peace,Leo Tolstoy,4.16,"329,005",Biography
Tuck Everlasting,Natalie Babbitt,3.9,"274,799",Young Adult
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,"857,729",Thriller
Bel Canto,Ann Patchett,3.93,"284,183",Biography
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.13,"435,100",Graphic Novel
القرآن الكريم,Anonymous,4.39,"68,175",Romance
11/22/63,Stephen King,4.33,"542,649",Young Adult
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.16,"3,361,112",Historical
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,"582,828",Fiction
Go Ask Alice,Beatrice Sparks,3.74,"275,872",Graphic Novel
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,"240,182",Adventure
The Martian Chronicles,Ray Bradbury,4.15,"262,670",Fantasy
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.57,"416,180",Historical
Cold Mountain,Charles Frazier,3.88,"242,948",Romance
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.16,"336,832",Self-Help
As I Lay Dying,William Faulkner,3.72,"168,827",Philosophy
Mansfield Park,Jane Austen,3.86,"350,555",Romance
Cloud Atlas,David Mitchell,4.01,"249,218",Thriller
The Hunchback of Notre-Dame,Victor Hugo,4.02,"201,518",Poetry
Steppenwolf,Hermann Hesse,4.13,"186,111",Thriller
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.03,"446,035",Adventure
Inferno,Dante Alighieri,4.02,"182,788",Self-Help
Tao Te Ching,Lao Tzu,4.3,"158,045",Thriller
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.77,"600,121",Philosophy
A Separate Peace,John Knowles,3.59,"219,186",Science Fiction
The Grapes of Wrath,John Steinbeck,4.01,"908,458",Fantasy
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.09,"375,861",Self-Help
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.47,"479,757",Nonfiction
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.14,"282,637",Thriller
The BFG,Roald Dahl,4.23,"483,319",Science Fiction
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,"891,786",Philosophy
Robinson Crusoe,Daniel Defoe,3.68,"305,269",Poetry
زندگی مه آلود پریا,سید مرتضی مصطفوی,3.32,"1,014",Graphic Novel
Room,Emma Donoghue,4.08,"804,742",Graphic Novel
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,"202,890",Biography
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,"326,880",Fiction
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,"230,765",Romance
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.1,"360,654",Nonfiction
Doctor Zhivago,Boris Pasternak,4.01,"96,913",Romance
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.39,"384,782",Fiction
Midnight’s Children,Salman Rushdie,3.98,"124,027",Philosophy
The English Patient,Michael Ondaatje,3.86,"132,227",Philosophy
Dear John,Nicholas Sparks,4.04,"598,951",Self-Help
The Last Song,Nicholas Sparks,4.16,"555,080",Graphic Novel
The Firm,John Grisham,4.1,"799,041",Horror
The Remains of the Day,Kazuo Ishiguro,4.14,"304,967",Philosophy
The Plague,Albert Camus,4.02,"264,846",Mystery
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,"1,264,666",Biography
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.98,"323,401",Graphic Novel
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,"214,105",Thriller
A Little Life,Hanya Yanagihara,4.33,"627,127",Poetry
Like Water for Chocolate,Laura Esquivel,3.95,"367,319",Horror
My Ántonia,Willa Cather,3.83,"138,157",Fiction
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,"356,981",Poetry
Coraline,Neil Gaiman,4.12,"694,679",Horror
"Red Queen (Red Queen, #1)",Victoria Aveyard,4.0,"1,014,339",Mystery
Midnight in the Garden of Good and Evil,John Berendt,3.92,"270,983",Horror
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.16,"165,739",Philosophy
Breakfast at Tiffany’s and Three Stories,Truman Capote,3.85,"265,317",Thriller
Breakfast of Champions,Kurt Vonnegut Jr.,4.07,"261,046",Philosophy
The Origin of Species,Charles Darwin,4.01,"114,756",Young Adult
All the Bright Places,Jennifer Niven,4.13,"566,451",Thriller
A Streetcar Named Desire,Tennessee Williams,3.98,"311,233",Nonfiction
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,"369,729",Mystery
The Prince,Niccolò Machiavelli,3.84,"338,699",Romance
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,"436,172",Fiction
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,"1,028,169",Fiction
"Hopeless (Hopeless, #1)",Colleen Hoover,4.25,"573,829",Thriller
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.33,"1,063,999",Fiction
A Fine Balance,Rohinton Mistry,4.37,"149,718",Philosophy
"The One (The Selection, #3)",Kiera Cass,4.15,"689,078",Nonfiction
Infinite Jest,David Foster Wallace,4.25,"92,087",Nonfiction
Death of a Salesman,Arthur Miller,3.57,"234,978",Fiction
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.38,"936,244",Graphic Novel
The Virgin Suicides,Jeffrey Eugenides,3.8,"339,902",Fiction
"Evermore (The Immortals, #1)",Alyson Noel,3.59,"290,764",Poetry
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,"732,526",Nonfiction
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,"200,173",Graphic Novel
Carrie,Stephen King,3.99,"724,342",Science Fiction
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.29,"532,220",Nonfiction
Jonathan Strange & Mr. Norrell,Susanna Clarke,3.86,"236,820",Biography
The Scarlet Pimpernel,Emmuska Orczy,4.07,"135,598",Biography
"The Host (The Host, #1)",Stephenie Meyer,3.86,"1,007,591",Fantasy
Snow Flower and the Secret Fan,Lisa See,4.09,"372,893",Mystery
"The Angel Experiment (Maximum Ride, #1)",James Patterson,4.07,"224,887",Mystery
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.97,"452,039",Biography
"Matched (Matched, #1)",Ally Condie,3.63,"780,498",Science Fiction
Pet Sematary,Stephen King,4.06,"593,672",Nonfiction
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,"547,035",Romance
"Faust, First Part",Johann Wolfgang von Goethe,3.85,"76,167",Graphic Novel
Where the Crawdads Sing,Delia Owens,4.39,"3,006,411",Mystery
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,"684,391",Thriller
Circe,Madeline Miller,4.24,"1,060,826",Self-Help
High Fidelity,Nick Hornby,3.91,"201,879",Horror
We Were Liars,E. Lockhart,3.67,"1,148,998",Mystery
The Shipping News,Annie Proulx,3.88,"146,249",Historical
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.6,"787,530",Fiction
Northanger Abbey,Jane Austen,3.85,"402,185",Graphic Novel
The Tales of Beedle the Bard,J.K. Rowling,4.04,"489,066",Poetry
"The Chosen (Reuven Malther, #1)",Chaim Potok,4.07,"93,517",Science Fiction
Houdini Heart,Ki Longfellow,3.84,"5,466",Self-Help
Shantaram,Gregory David Roberts,4.27,"216,680",Science Fiction
Nineteen Minutes,Jodi Picoult,4.16,"371,581",Adventure
Waiting for Godot,Samuel Beckett,3.84,"202,236",Science Fiction
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.47,"900,692",Fiction
To the Lighthouse,Virginia Woolf,3.8,"184,091",Nonfiction
Persuasion,Jane Austen,4.15,"704,256",Fantasy
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,"470,584",Philosophy
"Neuromancer (Sprawl, #1)",William Gibson,3.9,"327,853",Thriller
The Reader,Bernhard Schlink,3.78,"211,325",Poetry
Redeeming Love,Francine Rivers,4.51,"323,027",Young Adult
"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,"347,196",Philosophy
"The Lost Symbol (Robert Langdon, #3)",Dan       Brown,3.75,"609,860",Fantasy
"Red, White & Royal Blue",Casey McQuiston,4.09,"995,219",Young Adult
The Age of Innocence,Edith Wharton,3.97,"175,127",Nonfiction
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,"653,777",Graphic Novel
The Exorcist,William Peter Blatty,4.2,"235,227",Fiction
Dubliners,James Joyce,3.84,"156,675",Poetry
The Waste Land,T.S. Eliot,4.11,"54,214",Science Fiction
The Invisible Life of Addie LaRue,V.E.  Schwab,4.19,"1,077,591",Biography
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,"907,126",Graphic Novel
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.85,"557,504",Fiction
The Goldfinch,Donna Tartt,3.94,"927,801",Graphic Novel
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.43,"180,707",Adventure
"Betrayed (House of Night, #2)",P.C. Cast,3.92,"267,573",Nonfiction
The Pearl,John Steinbeck,3.53,"238,654",Fantasy
The Twilight Collection,Stephenie Meyer,3.81,"46,511",Fantasy
The Republic,Plato,3.96,"204,834",Historical
The Jungle,Upton Sinclair,3.77,"145,726",Fantasy
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.28,"963,134",Adventure
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.48,"1,579,212",Thriller
"Angels & Demons (Robert Langdon, #1)",Dan       Brown,3.94,"3,211,930",Historical
A Christmas Carol,Charles Dickens,4.08,"842,913",Biography
Me Talk Pretty One Day,David Sedaris,4.01,"699,486",Young Adult
"Voyager (Outlander, #3)",Diana Gabaldon,4.39,"308,922",Horror
Snow Falling on Cedars,David Guterson,3.86,"187,229",Self-Help
"Night  (The Night Trilogy, #1)",Elie Wiesel,4.37,"1,247,890",Graphic Novel
Everything is Illuminated,Jonathan Safran Foer,3.89,"179,757",Young Adult
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,"276,943",Adventure
The Nightingale,Kristin Hannah,4.62,"1,372,350",Science Fiction
"Untamed (House of Night, #4)",P.C. Cast,3.94,"236,015",Philosophy
"I, Claudius (Claudius, #1)",Robert Graves,4.24,"66,759",Horror
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.01,"458,065",Fiction
Emma,Jane Austen,4.05,"888,792",Science Fiction
A Room with a View,E.M. Forster,3.9,"184,411",Young Adult
The War of the Worlds,H.G. Wells,3.83,"315,024",Science Fiction
Bleak House,Charles Dickens,4.02,"108,790",Mystery
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,"368,357",Fiction
The Complete Poems of Emily Dickinson,Emily Dickinson,4.27,"97,820",Fiction
"The Elite (The Selection, #2)",Kiera Cass,3.95,"773,864",Young Adult
"Chosen (House of Night, #3)",P.C. Cast,3.91,"244,940",Biography
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.02,"492,430",Thriller
انتحار فاشل,أحمد جمال الدين رمضان,4.59,"3,062",Poetry
The Woman in White,Wilkie Collins,4.01,"154,683",Self-Help
Of Human Bondage,W. Somerset Maugham,4.14,"57,197",Graphic Novel
World War Z: An Oral History of the Zombie War,Max Brooks,4.02,"526,642",Thriller
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.01,"522,252",Romance
The God Delusion,Richard Dawkins,3.9,"268,415",Self-Help
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.1,"117,679",Thriller
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,"972,441",Fantasy
North and South,Elizabeth Gaskell,4.15,"170,290",Science Fiction
العصبي,أحمد جمال الدين رمضان,4.64,"2,663",Adventure
Brideshead Revisited,Evelyn Waugh,4.0,"113,842",Fantasy
Ugly Love,Colleen Hoover,4.05,"1,832,675",Fiction
Sense and Sensibility,Jane Austen,4.08,"1,192,355",Adventure
"Unwind (Unwind, #1)",Neal Shusterman,4.17,"229,835",Graphic Novel
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.88,"212,773",Fantasy
"Bloodlines (Bloodlines, #1)",Richelle Mead,4.2,"185,832",Mystery
The Elephant Tree,R.D. Ronald,3.69,"27,041",Thriller
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,"246,596",Mystery
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.93,"963,060",Graphic Novel
Snow Crash,Neal Stephenson,4.02,"280,579",Graphic Novel
Johnny Got His Gun,Dalton Trumbo,4.2,"44,082",Self-Help
Vanity Fair,William Makepeace Thackeray,3.8,"128,284",Fantasy
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.14,"548,029",Graphic Novel
"Bared to You (Crossfire, #1)",Sylvia Day,4.14,"527,557",Historical
"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,"138,186",Biography
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.17,"314,177",Mystery
"Torment (Fallen, #2)",Lauren Kate,3.85,"235,115",Philosophy
"Cry, the Beloved Country",Alan Paton,3.92,"74,905",Nonfiction
The Left Hand of Darkness,Ursula K. Le Guin,4.1,"182,916",Graphic Novel
Much Ado About Nothing,William Shakespeare,4.06,"244,732",Historical
Far From the Madding Crowd,Thomas Hardy,3.96,"153,638",Adventure
Are You My Mother?,P.D. Eastman,4.21,"243,793",Adventure
The Polar Express,Chris Van Allsburg,4.32,"240,956",Graphic Novel
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.8,"222,405",Graphic Novel
A Monster Calls,Patrick Ness,4.35,"266,270",Horror
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.24,"507,228",Adventure
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.76,"352,865",Adventure
Sarah's Key,Tatiana de Rosnay,4.18,"475,421",Romance
Macbeth,William Shakespeare,3.89,"900,255",Poetry
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.55,"68,261",Philosophy
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.21,"291,030",Adventure
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.1,"396,672",Self-Help
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,"125,851",Fantasy
"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.02,"171,895",Adventure
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,"158,121",Romance
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.04,"259,967",Horror
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.17,"717,604",Mystery
Just Listen,Sarah Dessen,4.05,"247,020",Historical
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.22,"199,344",Horror
The Last Lecture,Randy Pausch,4.26,"345,880",Science Fiction
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,"343,961",Adventure
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.11,"191,192",Mystery
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,"351,930",Philosophy
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.08,"283,260",Horror
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.26,"253,699",Horror
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.16,"192,385",Graphic Novel
I'll Give You the Sun,Jandy Nelson,4.16,"336,325",Fantasy
"Sabriel (Abhorsen,  #1)",Garth Nix,4.17,"208,392",Mystery
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.2,"269,542",Graphic Novel
Cutting for Stone,Abraham   Verghese,4.32,"388,215",Historical
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.62,"666,621",Thriller
The Truth About Forever,Sarah Dessen,4.12,"223,017",Horror
Twelfth Night,William Shakespeare,3.97,"182,985",Self-Help
Nine Stories,J.D. Salinger,4.18,"147,626",Fiction
"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,"97,640",Self-Help
"Du côté de chez Swann (À la recherche du temps perdu, #1)",Marcel Proust,4.14,"58,218",Historical
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.41,"370,018",Fiction
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.11,"495,412",Young Adult
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.02,"183,053",Adventure
The Westing Game,Ellen Raskin,4.0,"213,526",Fantasy
"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.1,"167,445",Romance
No Country for Old Men,Cormac McCarthy,4.16,"201,173",Fiction
Lady Chatterley’s Lover,D.H. Lawrence,3.5,"125,929",Biography
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.14,"143,590",Poetry
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,"341,889",Nonfiction
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.12,"259,182",Graphic Novel
The Art of War,Sun Tzu,3.96,"490,742",Poetry
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56,"59,822",Adventure
The Hours,Michael Cunningham,3.95,"141,475",Poetry
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.25,"421,148",Poetry
"You Are Special (Wemmicksville, #1)",Max Lucado,4.45,"52,529",Poetry
I Capture the Castle,Dodie Smith,4.0,"104,670",Young Adult
Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.14,"112,663",Self-Help
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.3,"86,593",Historical
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.3,"761,542",Mystery
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.59,"1,557,908",Graphic Novel
"Slammed (Slammed, #1)",Colleen Hoover,4.17,"367,577",Romance
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.18,"120,029",Nonfiction
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.1,"255,743",Adventure
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.35,"251,032",Science Fiction
Julius Caesar,William Shakespeare,3.7,"204,375",Horror
The Glass Menagerie,Tennessee Williams,3.73,"133,720",Mystery
Cyrano de Bergerac,Edmond Rostand,4.06,"84,581",Fantasy
"The Talisman (The Talisman, #1)",Stephen King,4.12,"130,055",Historical
The Zombie Room,R.D. Ronald,3.74,"28,179",Mystery
"World Without End (Kingsbridge, #2)",Ken Follett,4.31,"250,975",Thriller
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.36,"685,268",Romance
The Arabian Nights,Anonymous,4.03,"77,295",Horror
We Need to Talk About Kevin,Lionel Shriver,4.08,"195,540",Adventure
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.36,"1,033,290",Mystery
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,"318,320",Philosophy
Interpreter of Maladies,Jhumpa Lahiri,4.17,"193,761",Adventure
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.91,"152,199",Romance
"Hunted (House of Night, #5)",P.C. Cast,3.92,"182,951",Self-Help
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.03,"381,549",Biography
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,"298,504",Self-Help
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.97,"194,271",Young Adult
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.65,"1,912,342",Graphic Novel
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.0,"158,231",Mystery
Daisy Jones & The Six,Taylor Jenkins Reid,4.21,"1,497,666",Philosophy
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.35,"132,878",Fiction
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,"163,371",Thriller
